{  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1, 47, 47, 39, 75, 75, 75, 75, 38, 46, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1, 47,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
{  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 55, 48, 48, 48, 48, 48, 52, 47, 39, 75, 75, 75, 75, 38, 46, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 47,  1, 47,  1, 47,  1, 55, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1, 46,  1,  1, 47,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
{  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1, 47, 39, 75, 75, 75, 75, 38, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 52,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1,  1, 47,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48},
{  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 55, 48, 48, 48, 48, 52, 44, 75, 75, 75, 75, 38, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1, 11, 12, 13,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1,  1, 47,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
{  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1, 44, 75, 75, 75, 75, 75, 38,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1, 11, 12, 13,  1,  1, 46,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1, 14, 15, 16,  1,  1,  1,  1,  1,  1,  1, 46,  1, 51, 48, 48, 52,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48},
{ 48, 52,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1, 39, 75, 75, 75, 75, 75, 75, 38,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1, 14, 15, 16,  1,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1, 17, 18, 19,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1,  1,  1,  1,  1, 47,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
{  1,  1,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1, 39, 75, 75, 75, 75, 75, 75, 38,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1,  1, 17, 18, 19,  1,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1, 46,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1, 20, 21, 22,  1,  1,  1,  1,  1,  1,  1, 51, 48, 48, 48, 48, 48, 48, 52,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48},
{ 48, 48, 48, 52,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1,  1, 44, 75, 75, 75, 75, 75, 41, 49, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 53,  1,  1, 20, 21, 22,  1,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  4,  2,  3,  1,  1,  1, 46,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
{  1,  1,  1,  1,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1, 39, 75, 75, 75, 75, 75, 75, 38, 46,  1,  1,  1,  1,  1,  1,  1,  1, 35,194,194,194,194,194, 36,  1,  1,  1,  1,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54,  1, 46,  1, 46,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1,  8,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  9,  2,  2,  3,  1,  1,  1, 51, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48},
{  1, 55, 48, 48, 48, 52,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1, 47,  1,  1, 39, 75, 75, 75, 75, 75, 75, 38, 46,  1,  1,  1,  1,  1,  1,  1,195,146,146,146,146,146,146,146,196,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 46,  1, 46,  1, 46,  1,  1, 47,  1, 47,  1, 47,  1,  1,  1,  1,  1,  1,  1,  4,  2,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  2,  2,  3,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1},
